,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
start,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
goal,0.59835815,0.45745668,0.36951762,0.56279445,0.40536082,0.4818217,0.56315607,0.55471945,0.478938,0.46893418,0.5060013,0.42106995,0.4594097,0.48640642,0.602018,0.6020332,0.43801,0.5043082,0.50128156,0.4867994,0.55146164,0.49988517,0.48189044,0.54219425,0.62139314,0.50637466,0.5631961,0.43111253,0.5443995,0.5844057,0.53948414,0.478737,0.55085206,0.45391634,0.45152742,0.52615106,0.5742179,0.5189911,0.452859,0.49098244,0.4818889,0.57289577,0.5697678,0.53641427,0.5102242,0.48727217,0.5021473,0.52962387,0.52925503,0.45075712,0.5722242,0.52033013,0.5152358,0.5412475,0.48742977,0.5981978,0.4940061,0.49801242,0.5128387,0.43849084,0.43647125,0.5393178,0.4827548,0.49895993
0,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
1,0.99985933,0.00018848646,0.0001472049,0.99984634,0.00013865318,0.00016967216,0.00015714741,0.00022148206,0.9998323,0.99981624,0.9998022,0.99977344,0.9998301,0.9998196,0.00022547202,0.00019116374,0.99979407,0.0001705204,0.9998447,0.99981743,0.00020194259,0.9997998,0.9998282,0.9998559,0.00020235969,0.9998018,0.00018034945,0.99981123,0.00021224628,0.999846,0.9998493,0.00016902431,0.00016915459,0.9998227,0.9998053,0.0002050587,0.0002302719,0.00021344321,0.9998161,0.9998099,0.00017586946,0.00019458387,0.00016251451,0.00020769172,0.99980706,0.99980575,0.99983203,0.00015493465,0.00018719959,0.999814,0.00020411788,0.00018907146,0.9998387,0.0001740967,0.9997851,0.0002123975,0.9998318,0.00017507137,0.00019043965,0.0001886785,0.99981874,0.9998173,0.9998356,0.000210003
2,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
2_0,0.99985933,0.00018848646,0.0001472049,0.99984634,0.00013865318,0.00016967216,0.00015714741,0.00022148206,0.9998323,0.99981624,0.9998022,0.99977344,0.9998301,0.9998196,0.00022547202,0.00019116374,0.99979407,0.0001705204,0.9998447,0.99981743,0.00020194259,0.9997998,0.9998282,0.9998559,0.00020235969,0.9998018,0.00018034945,0.99981123,0.00021224628,0.999846,0.9998493,0.00016902431,0.00016915459,0.9998227,0.9998053,0.0002050587,0.0002302719,0.00021344321,0.9998161,0.9998099,0.00017586946,0.00019458387,0.00016251451,0.00020769172,0.99980706,0.99980575,0.99983203,0.00015493465,0.00018719959,0.999814,0.00020411788,0.00018907146,0.9998387,0.0001740967,0.9997851,0.0002123975,0.9998318,0.00017507137,0.00019043965,0.0001886785,0.99981874,0.9998173,0.9998356,0.000210003
3,0.0042405403,0.9965576,0.99664646,0.0039459895,0.9958494,0.99719197,0.004261977,0.0034233236,0.9961444,0.0029807098,0.003526455,0.99623066,0.9962566,0.0036205295,0.9979868,0.0040408014,0.9959007,0.9971596,0.0031164645,0.0030827087,0.0037142548,0.0038061538,0.9967141,0.0037369323,0.0038947097,0.0033890747,0.0040288046,0.9958794,0.0034758397,0.003994666,0.0036068386,0.99676406,0.9977848,0.9966018,0.99690515,0.0034619558,0.0040807687,0.0030798977,0.9961308,0.9966608,0.0037342706,0.9978284,0.0038905647,0.9969261,0.9971933,0.0036492986,0.003419339,0.9974597,0.0034340934,0.0032293643,0.004095176,0.9971961,0.9973122,0.0033748061,0.003268942,0.0042962353,0.0036864583,0.9972583,0.99715805,0.9965989,0.99608946,0.0039403,0.9963025,0.997276
4,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
4_1,0.0042405403,0.9965576,0.99664646,0.0039459895,0.9958494,0.99719197,0.004261977,0.0034233236,0.9961444,0.0029807098,0.003526455,0.99623066,0.9962566,0.0036205295,0.9979868,0.0040408014,0.9959007,0.9971596,0.0031164645,0.0030827087,0.0037142548,0.0038061538,0.9967141,0.0037369323,0.0038947097,0.0033890747,0.0040288046,0.9958794,0.0034758397,0.003994666,0.0036068386,0.99676406,0.9977848,0.9966018,0.99690515,0.0034619558,0.0040807687,0.0030798977,0.9961308,0.9966608,0.0037342706,0.9978284,0.0038905647,0.9969261,0.9971933,0.0036492986,0.003419339,0.9974597,0.0034340934,0.0032293643,0.004095176,0.9971961,0.9973122,0.0033748061,0.003268942,0.0042962353,0.0036864583,0.9972583,0.99715805,0.9965989,0.99608946,0.0039403,0.9963025,0.997276
5,0.0033565224,0.9969501,0.99458754,0.0033450664,0.9954052,0.0042525674,0.994437,0.99390197,0.0047981925,0.004106221,0.0056654178,0.99657494,0.004399219,0.0044141244,0.005677176,0.0038551074,0.99571556,0.004386508,0.9942345,0.0054155407,0.003100808,0.0043994193,0.003626155,0.005162698,0.005035349,0.99339205,0.9945285,0.9959577,0.0038045032,0.0034826878,0.0033321402,0.004345201,0.005611899,0.99475336,0.9960747,0.004425476,0.0038438397,0.994437,0.99664056,0.99459296,0.0032629615,0.0057454286,0.004768922,0.99727005,0.99428564,0.99422425,0.0031797802,0.0049550342,0.0033549087,0.003544679,0.004511206,0.0038147424,0.0035756005,0.9939541,0.99389124,0.0033537848,0.9941561,0.0043037278,0.0031447741,0.0027919128,0.004696921,0.0037490767,0.9937283,0.005252305
