,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
start,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
goal,0.59835815,0.45745668,0.36951762,0.56279445,0.40536082,0.4818217,0.56315607,0.55471945,0.478938,0.46893418,0.5060013,0.42106995,0.4594097,0.48640642,0.602018,0.6020332,0.43801,0.5043082,0.50128156,0.4867994,0.55146164,0.49988517,0.48189044,0.54219425,0.62139314,0.50637466,0.5631961,0.43111253,0.5443995,0.5844057,0.53948414,0.478737,0.55085206,0.45391634,0.45152742,0.52615106,0.5742179,0.5189911,0.452859,0.49098244,0.4818889,0.57289577,0.5697678,0.53641427,0.5102242,0.48727217,0.5021473,0.52962387,0.52925503,0.45075712,0.5722242,0.52033013,0.5152358,0.5412475,0.48742977,0.5981978,0.4940061,0.49801242,0.5128387,0.43849084,0.43647125,0.5393178,0.4827548,0.49895993
0,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
1,0.99998593,1.9343253e-05,1.5393856e-05,0.99998426,1.433082e-05,1.7820956e-05,1.6807611e-05,2.2825492e-05,0.99998283,0.99998105,0.9999795,0.9999778,0.9999825,0.9999815,2.3103514e-05,1.9655825e-05,0.999979,1.7598715e-05,0.9999846,0.9999809,2.0526259e-05,0.9999796,0.99998176,0.999985,2.0637155e-05,0.9999795,1.8560118e-05,0.9999814,2.2219807e-05,0.9999838,0.9999845,1.7617673e-05,1.7482207e-05,0.99998176,0.99998105,2.0783227e-05,2.3267065e-05,2.189098e-05,0.99998105,0.99998105,1.7822587e-05,1.943326e-05,1.719431e-05,2.1498106e-05,0.9999801,0.9999807,0.9999827,1.6180682e-05,1.951237e-05,0.99998045,2.0975955e-05,1.9392237e-05,0.99998343,1.8396517e-05,0.99997854,2.1745042e-05,0.9999825,1.7931441e-05,1.9817146e-05,1.9544348e-05,0.9999825,0.9999813,0.9999826,2.1705097e-05
2,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
2_0,0.99998593,1.9343253e-05,1.5393856e-05,0.99998426,1.433082e-05,1.7820956e-05,1.6807611e-05,2.2825492e-05,0.99998283,0.99998105,0.9999795,0.9999778,0.9999825,0.9999815,2.3103514e-05,1.9655825e-05,0.999979,1.7598715e-05,0.9999846,0.9999809,2.0526259e-05,0.9999796,0.99998176,0.999985,2.0637155e-05,0.9999795,1.8560118e-05,0.9999814,2.2219807e-05,0.9999838,0.9999845,1.7617673e-05,1.7482207e-05,0.99998176,0.99998105,2.0783227e-05,2.3267065e-05,2.189098e-05,0.99998105,0.99998105,1.7822587e-05,1.943326e-05,1.719431e-05,2.1498106e-05,0.9999801,0.9999807,0.9999827,1.6180682e-05,1.951237e-05,0.99998045,2.0975955e-05,1.9392237e-05,0.99998343,1.8396517e-05,0.99997854,2.1745042e-05,0.9999825,1.7931441e-05,1.9817146e-05,1.9544348e-05,0.9999825,0.9999813,0.9999826,2.1705097e-05
3,0.0006220556,0.99951816,0.99953973,0.00056580745,0.9993851,0.99957854,0.0006089531,0.00050516374,0.9994413,0.00041156588,0.0005012345,0.9994831,0.9994522,0.0005150918,0.9996618,0.00059919397,0.9994475,0.99955004,0.0004533603,0.00043630588,0.0005272429,0.0005320074,0.999509,0.00053132855,0.00057756685,0.0004934758,0.00057319825,0.99944085,0.0005013365,0.000575158,0.0005253447,0.9994824,0.9996308,0.99950266,0.9995702,0.0005043633,0.00058652775,0.000438141,0.99947006,0.9995253,0.00052439014,0.99963987,0.0005644891,0.99958056,0.99957865,0.00052317744,0.000481253,0.99958867,0.0004955449,0.000448537,0.0006028228,0.9995751,0.99956685,0.0004884292,0.00047955135,0.00064006407,0.00053657807,0.9995741,0.99957293,0.99948126,0.9994217,0.00055252184,0.9994791,0.9995505
4,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
4_1,0.0006220556,0.99951816,0.99953973,0.00056580745,0.9993851,0.99957854,0.0006089531,0.00050516374,0.9994413,0.00041156588,0.0005012345,0.9994831,0.9994522,0.0005150918,0.9996618,0.00059919397,0.9994475,0.99955004,0.0004533603,0.00043630588,0.0005272429,0.0005320074,0.999509,0.00053132855,0.00057756685,0.0004934758,0.00057319825,0.99944085,0.0005013365,0.000575158,0.0005253447,0.9994824,0.9996308,0.99950266,0.9995702,0.0005043633,0.00058652775,0.000438141,0.99947006,0.9995253,0.00052439014,0.99963987,0.0005644891,0.99958056,0.99957865,0.00052317744,0.000481253,0.99958867,0.0004955449,0.000448537,0.0006028228,0.9995751,0.99956685,0.0004884292,0.00047955135,0.00064006407,0.00053657807,0.9995741,0.99957293,0.99948126,0.9994217,0.00055252184,0.9994791,0.9995505
5,0.003483914,0.9979336,0.9932284,0.003563325,0.996976,0.0009708756,0.99337983,0.99400336,0.0030765075,0.0051826965,0.005580571,0.99669313,0.0024517076,0.0048668794,0.004344217,0.0035537905,0.9955538,0.002605416,0.99444914,0.006171021,0.003321206,0.003863294,0.0009061055,0.005904933,0.003984423,0.9932628,0.9939394,0.9954391,0.0041906605,0.0022667614,0.0035588716,0.0025806488,0.0048188157,0.99532384,0.9973016,0.0050674262,0.004178445,0.99473864,0.99740607,0.99885106,0.003081257,0.0042442684,0.005263446,0.9973326,0.9979049,0.9937236,0.0038626937,0.0054466343,0.002696211,0.0029412755,0.003023865,0.0010330396,0.0016885896,0.99337524,0.9942914,0.0028389504,0.99420565,0.0014191266,0.0010525701,0.0012641823,0.0026347598,0.0044357884,0.9926409,0.004917067
