,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
start,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
goal,0.59835815,0.45745668,0.36951762,0.56279445,0.40536082,0.4818217,0.56315607,0.55471945,0.478938,0.46893418,0.5060013,0.42106995,0.4594097,0.48640642,0.602018,0.6020332,0.43801,0.5043082,0.50128156,0.4867994,0.55146164,0.49988517,0.48189044,0.54219425,0.62139314,0.50637466,0.5631961,0.43111253,0.5443995,0.5844057,0.53948414,0.478737,0.55085206,0.45391634,0.45152742,0.52615106,0.5742179,0.5189911,0.452859,0.49098244,0.4818889,0.57289577,0.5697678,0.53641427,0.5102242,0.48727217,0.5021473,0.52962387,0.52925503,0.45075712,0.5722242,0.52033013,0.5152358,0.5412475,0.48742977,0.5981978,0.4940061,0.49801242,0.5128387,0.43849084,0.43647125,0.5393178,0.4827548,0.49895993
0,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
1,0.9999753,3.3599965e-05,2.6625585e-05,0.9999727,2.4894502e-05,3.081289e-05,2.8922053e-05,3.960919e-05,0.9999702,0.9999671,0.99996436,0.999961,0.9999695,0.9999678,4.0185718e-05,3.4135253e-05,0.9999634,3.0622632e-05,0.99997294,0.999967,3.574252e-05,0.9999645,0.99996865,0.9999739,3.588391e-05,0.99996436,3.2149354e-05,0.9999672,3.8459628e-05,0.999972,0.99997306,3.048196e-05,3.0329353e-05,0.9999683,0.9999665,3.6212485e-05,4.057855e-05,3.8023576e-05,0.9999671,0.99996686,3.108709e-05,3.3981592e-05,2.9626204e-05,3.7274618e-05,0.9999654,0.99996614,0.99996996,2.7968823e-05,3.3740766e-05,0.99996626,3.6403857e-05,3.3682125e-05,0.9999713,3.1737774e-05,0.99996245,3.7816804e-05,0.9999696,3.1148218e-05,3.4271106e-05,3.3852473e-05,0.999969,0.9999676,0.99996996,3.7616068e-05
2,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
2_0,0.9999753,3.3599965e-05,2.6625585e-05,0.9999727,2.4894502e-05,3.081289e-05,2.8922053e-05,3.960919e-05,0.9999702,0.9999671,0.99996436,0.999961,0.9999695,0.9999678,4.0185718e-05,3.4135253e-05,0.9999634,3.0622632e-05,0.99997294,0.999967,3.574252e-05,0.9999645,0.99996865,0.9999739,3.588391e-05,0.99996436,3.2149354e-05,0.9999672,3.8459628e-05,0.999972,0.99997306,3.048196e-05,3.0329353e-05,0.9999683,0.9999665,3.6212485e-05,4.057855e-05,3.8023576e-05,0.9999671,0.99996686,3.108709e-05,3.3981592e-05,2.9626204e-05,3.7274618e-05,0.9999654,0.99996614,0.99996996,2.7968823e-05,3.3740766e-05,0.99996626,3.6403857e-05,3.3682125e-05,0.9999713,3.1737774e-05,0.99996245,3.7816804e-05,0.9999696,3.1148218e-05,3.4271106e-05,3.3852473e-05,0.999969,0.9999676,0.99996996,3.7616068e-05
3,0.0010559543,0.9991773,0.9992137,0.0009639169,0.9989699,0.99928254,0.0010419651,0.00086348766,0.99904436,0.00069830584,0.0008552664,0.999116,0.99906856,0.0008784144,0.99943584,0.0010118344,0.9990582,0.99924636,0.0007762475,0.0007395846,0.0008958222,0.0009037287,0.9991647,0.000904564,0.00096188573,0.00084545405,0.000982445,0.99904627,0.0008530814,0.00095094607,0.0008946561,0.99916494,0.9993875,0.9991554,0.99926656,0.0008573327,0.0009992593,0.00075018744,0.99909544,0.99919003,0.0008902865,0.99939585,0.00095633353,0.99928904,0.9993117,0.0008946233,0.000818518,0.99931014,0.0008426748,0.0007628415,0.0010204284,0.99927753,0.9992975,0.00083726423,0.0008218486,0.001071836,0.00091874006,0.9992878,0.9992736,0.9991221,0.9990127,0.00094160077,0.9991109,0.9992555
4,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
4_1,0.0010559543,0.9991773,0.9992137,0.0009639169,0.9989699,0.99928254,0.0010419651,0.00086348766,0.99904436,0.00069830584,0.0008552664,0.999116,0.99906856,0.0008784144,0.99943584,0.0010118344,0.9990582,0.99924636,0.0007762475,0.0007395846,0.0008958222,0.0009037287,0.9991647,0.000904564,0.00096188573,0.00084545405,0.000982445,0.99904627,0.0008530814,0.00095094607,0.0008946561,0.99916494,0.9993875,0.9991554,0.99926656,0.0008573327,0.0009992593,0.00075018744,0.99909544,0.99919003,0.0008902865,0.99939585,0.00095633353,0.99928904,0.9993117,0.0008946233,0.000818518,0.99931014,0.0008426748,0.0007628415,0.0010204284,0.99927753,0.9992975,0.00083726423,0.0008218486,0.001071836,0.00091874006,0.9992878,0.9992736,0.9991221,0.9990127,0.00094160077,0.9991109,0.9992555
5,0.0033941048,0.998024,0.99358636,0.0034662238,0.99652404,0.0014003381,0.99366236,0.9940638,0.003257092,0.0049432437,0.005610145,0.9967154,0.0026521978,0.0048172176,0.0043367143,0.003640768,0.9956554,0.002727657,0.99446905,0.0060136463,0.0031260103,0.0041147196,0.0011687613,0.0057334425,0.0042262063,0.9933901,0.99411774,0.99559575,0.0041049514,0.0023171108,0.0034657316,0.0027348592,0.0047396207,0.99506384,0.9971879,0.004948676,0.004055058,0.9947537,0.9973506,0.9984439,0.0028835451,0.0042540715,0.0051598386,0.99737704,0.9973936,0.9939241,0.0036335362,0.005210203,0.0025536777,0.00279829,0.0034790952,0.0014896925,0.001757571,0.99356407,0.9943381,0.0028578627,0.99428284,0.0017610764,0.0013727354,0.0015248569,0.002817942,0.0042400328,0.99274594,0.0047755144
