,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
start,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
goal,0.59835815,0.45745668,0.36951762,0.56279445,0.40536082,0.4818217,0.56315607,0.55471945,0.478938,0.46893418,0.5060013,0.42106995,0.4594097,0.48640642,0.602018,0.6020332,0.43801,0.5043082,0.50128156,0.4867994,0.55146164,0.49988517,0.48189044,0.54219425,0.62139314,0.50637466,0.5631961,0.43111253,0.5443995,0.5844057,0.53948414,0.478737,0.55085206,0.45391634,0.45152742,0.52615106,0.5742179,0.5189911,0.452859,0.49098244,0.4818889,0.57289577,0.5697678,0.53641427,0.5102242,0.48727217,0.5021473,0.52962387,0.52925503,0.45075712,0.5722242,0.52033013,0.5152358,0.5412475,0.48742977,0.5981978,0.4940061,0.49801242,0.5128387,0.43849084,0.43647125,0.5393178,0.4827548,0.49895993
0,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
1,0.9999919,1.1253273e-05,8.984224e-06,0.9999908,8.33814e-06,1.0403229e-05,9.8466635e-06,1.32891555e-05,0.9999901,0.9999889,0.9999881,0.99998724,0.99998975,0.9999893,1.3428668e-05,1.1437714e-05,0.99998784,1.0230103e-05,0.99999106,0.9999888,1.1920213e-05,0.9999882,0.9999894,0.9999912,1.1996599e-05,0.9999881,1.0820428e-05,0.9999893,1.2961622e-05,0.9999906,0.99999094,1.02795875e-05,1.0180205e-05,0.9999894,0.99998903,1.20636e-05,1.3496327e-05,1.2735799e-05,0.9999889,0.99998903,1.0338487e-05,1.12510315e-05,1.0063802e-05,1.2523951e-05,0.99998844,0.9999888,0.99999,9.447627e-06,1.1389951e-05,0.99998856,1.221077e-05,1.1282179e-05,0.99999034,1.0757182e-05,0.9999876,1.2639691e-05,0.99998975,1.0431573e-05,1.1567065e-05,1.1394232e-05,0.99998987,0.99998915,0.99998987,1.2648336e-05
2,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
2_0,0.9999919,1.1253273e-05,8.984224e-06,0.9999908,8.33814e-06,1.0403229e-05,9.8466635e-06,1.32891555e-05,0.9999901,0.9999889,0.9999881,0.99998724,0.99998975,0.9999893,1.3428668e-05,1.1437714e-05,0.99998784,1.0230103e-05,0.99999106,0.9999888,1.1920213e-05,0.9999882,0.9999894,0.9999912,1.1996599e-05,0.9999881,1.0820428e-05,0.9999893,1.2961622e-05,0.9999906,0.99999094,1.02795875e-05,1.0180205e-05,0.9999894,0.99998903,1.20636e-05,1.3496327e-05,1.2735799e-05,0.9999889,0.99998903,1.0338487e-05,1.12510315e-05,1.0063802e-05,1.2523951e-05,0.99998844,0.9999888,0.99999,9.447627e-06,1.1389951e-05,0.99998856,1.221077e-05,1.1282179e-05,0.99999034,1.0757182e-05,0.9999876,1.2639691e-05,0.99998975,1.0431573e-05,1.1567065e-05,1.1394232e-05,0.99998987,0.99998915,0.99998987,1.2648336e-05
3,0.00037643957,0.9997029,0.99971443,0.00034261143,0.99963224,0.9997466,0.00037519296,0.00030798404,0.9996605,0.00025576612,0.00030637917,0.9996804,0.999663,0.00031483363,0.9997911,0.0003603591,0.9996568,0.99973136,0.00027894168,0.00027098611,0.0003233286,0.0003280196,0.9997024,0.0003276071,0.00034326824,0.00030180035,0.00035277897,0.99965227,0.0003069607,0.00034416825,0.00032013434,0.9996846,0.9997745,0.99969876,0.99973375,0.00030902584,0.00035835395,0.00026999993,0.99967146,0.99971086,0.00032491158,0.9997793,0.00034428967,0.9997384,0.9997476,0.0003231249,0.00029801216,0.9997454,0.00030373895,0.00027644873,0.00036632526,0.9997445,0.9997373,0.00029995418,0.00029502745,0.0003836259,0.00032877448,0.9997452,0.9997422,0.9996847,0.9996482,0.00033952232,0.9996797,0.99972636
4,0.6613883,0.47204906,0.29130396,0.56902426,0.45047197,0.47586504,0.5810713,0.51083416,0.53296065,0.5129034,0.5342984,0.4318641,0.48148507,0.44251218,0.603796,0.61081,0.41716933,0.5208706,0.5112895,0.48450106,0.54765624,0.5342086,0.45498225,0.5383946,0.6414422,0.524416,0.5503652,0.41346925,0.5759578,0.63444686,0.55436563,0.5094798,0.50294876,0.48704225,0.46357247,0.5017259,0.60337824,0.497257,0.4908811,0.52741426,0.5003125,0.56490254,0.56483734,0.50238043,0.5597384,0.51913196,0.51237017,0.5100141,0.57791585,0.45905262,0.59995115,0.5167613,0.52609456,0.5587569,0.41560718,0.61650723,0.49647322,0.5012349,0.48507026,0.4378157,0.4507316,0.5406855,0.46917632,0.47651446
4_1,0.00037643957,0.9997029,0.99971443,0.00034261143,0.99963224,0.9997466,0.00037519296,0.00030798404,0.9996605,0.00025576612,0.00030637917,0.9996804,0.999663,0.00031483363,0.9997911,0.0003603591,0.9996568,0.99973136,0.00027894168,0.00027098611,0.0003233286,0.0003280196,0.9997024,0.0003276071,0.00034326824,0.00030180035,0.00035277897,0.99965227,0.0003069607,0.00034416825,0.00032013434,0.9996846,0.9997745,0.99969876,0.99973375,0.00030902584,0.00035835395,0.00026999993,0.99967146,0.99971086,0.00032491158,0.9997793,0.00034428967,0.9997384,0.9997476,0.0003231249,0.00029801216,0.9997454,0.00030373895,0.00027644873,0.00036632526,0.9997445,0.9997373,0.00029995418,0.00029502745,0.0003836259,0.00032877448,0.9997452,0.9997422,0.9996847,0.9996482,0.00033952232,0.9996797,0.99972636
5,0.0035444833,0.99752384,0.99292916,0.0036141856,0.99740195,0.0007169924,0.993156,0.99397236,0.0029503019,0.005373404,0.0055245548,0.9966875,0.0023164195,0.0048727486,0.0043763216,0.0034462577,0.99547994,0.002534442,0.9944542,0.0062808394,0.0034781513,0.0034578522,0.00073840714,0.0060330965,0.003739424,0.9931763,0.993807,0.9953194,0.004237149,0.0021978521,0.003614816,0.0024540538,0.0049057826,0.995589,0.9974051,0.0051398817,0.0042676996,0.994745,0.99746084,0.99905056,0.003251612,0.004264329,0.00532245,0.99730104,0.998288,0.99357104,0.004048629,0.00565589,0.0028208257,0.0030816186,0.002712371,0.0007563428,0.0016562892,0.9932348,0.9942684,0.0027917137,0.9941597,0.0011880996,0.00082079513,0.001055463,0.0025204087,0.004586774,0.99260265,0.005054492
